ts,node,bytes_read,bytes_written,bytes_in,bytes_out,ff_in,ff_out,queued_count,queued_bytes,ffrepo_used,content_used,prov_used,heap_used,gc_ms
1788782677,nifi-0,0,238907555840,0,0,0,0,0,0,524288,7673741312,8126464,484391920,5139
1788782678,nifi-1,0,240249733120,0,0,0,0,0,0,786432,15762980864,8388608,948977088,5994
1788782689,nifi-0,0,238840446976,0,0,0,0,0,0,524288,16517169152,8388608,556427192,5191
1788782690,nifi-1,0,240249733120,0,0,0,0,0,0,786432,9714532352,8126464,532397616,6039
1788782701,nifi-0,0,238907555840,0,0,0,0,0,0,786432,10719854592,8650752,558695400,5239
1788782702,nifi-1,0,239578644480,0,0,0,0,0,0,786432,19360645120,8388608,949924904,6087
1788782713,nifi-0,0,238303576064,0,0,0,0,0,0,786432,19680198656,8912896,982641608,5284
1788782714,nifi-1,0,239914188800,0,0,0,0,0,0,786432,12841648128,8650752,738731488,6140
1788782725,nifi-0,0,237900922880,0,0,0,0,0,0,786432,12687507456,9175040,982964032,5327
1788782726,nifi-1,0,240853712896,0,0,0,0,0,0,786432,18926796800,8650752,598620400,6184
1788782737,nifi-0,0,238035140608,0,0,0,0,0,0,786432,6431178752,9175040,480117272,5371
1788782738,nifi-1,0,240585277440,0,0,0,0,0,0,786432,15949365248,8912896,877716064,6229
1788782749,nifi-0,0,238236467200,0,0,0,0,0,0,786432,16348872704,9437184,910512200,5420
1788782750,nifi-1,0,240853712896,0,0,0,0,0,0,1048576,10216538112,9175040,450534744,6286
1788782761,nifi-0,0,238706229248,0,0,0,0,0,0,786432,10504896512,9699328,558618152,5480
1788782762,nifi-1,0,241055039488,0,0,0,0,0,0,524288,19471007744,9175040,742193800,6333
1788782773,nifi-0,0,238035140608,0,0,0,0,0,0,786432,19554107392,9699328,911448064,5528
1788782774,nifi-1,0,241122148352,0,0,0,0,0,0,524288,13384286208,11796480,810279688,6379
1788782785,nifi-0,0,238706229248,0,0,0,0,0,0,786432,13250330624,9961472,911602000,5581
1788782786,nifi-1,0,240451059712,0,0,0,0,0,0,524288,22324445184,9437184,596577648,6431
1788782796,nifi-0,0,238437793792,0,0,0,0,0,0,1048576,22767992832,8912896,563931520,5633
1788782797,nifi-1,0,239914188800,0,0,0,0,0,0,786432,16105603072,9437184,601220328,6481
1788782808,nifi-0,0,238035140608,0,0,0,0,0,0,786432,16415719424,9175040,493178272,5678
1788782810,nifi-1,0,239712862208,0,0,0,0,0,0,786432,24819007488,9699328,603881936,6552
1788782820,nifi-0,0,238639120384,0,0,0,0,0,0,1048576,9822797824,9437184,566758200,5727
1788782823,nifi-1,0,239511535616,0,0,0,0,0,0,786432,19161415680,9699328,534912504,6609
1788782834,nifi-0,0,239712862208,0,0,0,0,0,0,1048576,20354695168,9699328,563327448,5777
1788782835,nifi-1,0,239914188800,0,0,0,0,0,0,786432,13881049088,9175040,531526144,6679
